Date,Company,State,City,Level,Working Mode,Average_salary
2024-07-09,Medtronic,Minnesota,Mounds View,Senior,On-Site,116000.0
2024-07-09,Thomson Reuters,Minnesota,Eagan,Senior,On-Site,203900.0
2024-07-09,Optum,Minnesota,Minnetonka,Mid-level,Remote,178400.0
2024-07-09,Optum,Minnesota,Eden Prairie,Senior,Remote,130600.0
2024-07-09,Solventum,Minnesota,Minnesota,Lead,On-Site,203667.5
2024-07-09,Mayo Clinic,Minnesota,Rochester,Senior,On-Site,165256.0
2024-07-09,Mastercard,Missouri,O'Fallon,Senior,On-Site,149500.0
2024-07-09,Washington University In St Louis,Missouri,St. Louis,Mid-level,On-Site,89300.0
2024-07-09,Johnson & Johnson,New Jersey,Titusville,Mid-level,On-Site,135375.0
2024-07-09,New Jersey Office Of The Attorney General,New Jersey,Trenton,Mid-level,On-Site,75939.41500000001
2024-07-09,Burlington Stores,New Jersey,Burlington,Mid-level,On-Site,92500.0
2024-07-09,New Jersey Office Of The Attorney General,New Jersey,Trenton,Mid-level,On-Site,91316.685
2024-07-09,Burlington Stores,New Jersey,Edgewater Park,Mid-level,On-Site,132500.0
2024-07-09,Rutgers University,New Jersey,Piscataway,Senior,On-Site,132946.5
2024-07-09,Johnson & Johnson,New Jersey,Titusville,Associate,On-Site,190000.0
2024-07-09,Jlr,New Jersey,Mahwah,Senior,On-Site,103500.0
2024-07-09,S&p Global,New Jersey,Trenton,Lead,On-Site,142250.0
2024-07-09,Nous Infosystems,New Jersey,Edison,Lead,On-Site,117056.48
2024-07-09,Merck Sharp & Dohme,New Jersey,Rahway,Senior,On-Site,158100.0
2024-07-09,Prudential,New Jersey,Newark,Mid-level,On-Site,285200.0
2024-07-09,Newark Board Of Education,New Jersey,Newark,Mid-level,On-Site,86005.0
2024-07-09,Verus Research,New Mexico,Albuquerque,Mid-level,On-Site,147500.0
2024-07-09,Dataiku,New York,New York,Mid-level,On-Site,142500.0
2024-07-09,Amazon.com Services Llc,New York,New York,Mid-level,On-Site,195450.0
2024-07-09,Amex,New York,New York,Manager,On-Site,127500.0
2024-07-09,"Amazon Development Center U.s., Inc.",New York,New York,Mid-level,On-Site,205200.0
2024-07-09,Honeywell,New York,Pittsford,Mid-level,On-Site,153000.0
2024-07-09,Cb Insights,New York,New York,Senior,On-Site,153000.0
2024-07-09,Evolutioniq,New York,New York,Mid-level,On-Site,237500.0
2024-07-09,S&p Global,New York,New York,Mid-level,On-Site,105050.0
2024-07-09,Amex,New York,New York,Senior,On-Site,127500.0
2024-07-09,Pfizer,New York,New York,Senior,On-Site,156400.0
2024-07-09,Wipro Limited,New York,New York,Mid-level,On-Site,83000.0
2024-07-09,Amazon.com Services Llc,New York,New York,Senior,On-Site,205200.0
2024-07-09,Dow Jones,New York,New York,Associate,On-Site,132500.0
2024-07-09,Warner Bros. Discovery,New York,New York,Mid-level,On-Site,208000.0
2024-07-09,S&p Global,New York,Albany,Lead,On-Site,142250.0
2024-07-09,Dow Jones,New York,New York,Mid-level,On-Site,175000.0
2024-07-09,Newyork-presbyterian Hospital,New York,Manhattan,Senior,On-Site,121000.0
2024-07-09,Disney Entertainment & Espn Technology,New York,New York,Mid-level,On-Site,232900.0
2024-07-09,Apollo,New York,New York,Lead,On-Site,225000.0
2024-07-09,Uber,New York,New York,Mid-level,On-Site,252000.0
2024-07-09,Bloomberg,New York,New York,Senior,On-Site,212500.0
2024-07-09,"Broadstone Net Lease, Llc",New York,Victor,Senior,On-Site,77500.0
2024-07-09,Nyc Health + Hospitals,New York,New York,Manager,On-Site,165000.0
2024-07-09,Mount Sinai,New York,New York,Mid-level,On-Site,66455.5
2024-07-09,Instagram,New York,New York,Mid-level,On-Site,243500.0
2024-07-09,Databricks,New York,New York,Mid-level,On-Site,234000.0
2024-07-09,Bloomberg,New York,New York,Senior,On-Site,140000.0
2024-07-09,"Amazon Web Services, Inc. - A97",New York,New York,Mid-level,On-Site,179100.0
2024-07-09,"Amazon Web Services, Inc.",New York,New York,Mid-level,On-Site,133200.0
2024-07-09,Google,New York,New York,Mid-level,On-Site,278000.0
2024-07-09,Xcede,New York,Manhattan,Manager,On-Site,232500.0
2024-07-09,Meta,New York,New York,Manager,On-Site,243500.0
2024-07-09,Jpmorgan Chase & Co,New York,New York,Manager,On-Site,232750.0
2024-07-09,Proit Inc.,North Carolina,Cary,Mid-level,On-Site,120000.0
2024-07-09,Trane Technologies,North Carolina,Davidson,Mid-level,On-Site,101000.0
2024-07-09,Ibm,North Carolina,Research Triangle Park,Mid-level,On-Site,120000.0
2024-07-09,Ally Financial,North Carolina,Charlotte,Manager,On-Site,162500.0
2024-07-09,Ally Financial,North Carolina,Charlotte,Mid-level,On-Site,133750.0
2024-07-09,Procter & Gamble,Ohio,Cincinnati,Mid-level,On-Site,127500.0
2024-07-09,Sherwin-williams,Ohio,Cleveland,Senior,On-Site,115569.0
2024-07-09,Jpmorgan Chase & Co,Ohio,Columbus,Mid-level,On-Site,215500.0
2024-07-09,Northrop Grumman,Ohio,Wright-Patterson AFB,Mid-level,On-Site,166200.0
2024-07-09,U.s. Environmental Protection Agency (epa),Ohio,Cincinnati,Lead,On-Site,79131.5
2024-07-09,Riverside Research Institute,Ohio,Fairborn,Senior,On-Site,125450.0
2024-07-09,Merck Sharp & Dohme,Pennsylvania,West Point,Senior,On-Site,158115.0
2024-07-09,Pnc Financial Services Group,Pennsylvania,Pittsburgh,Manager,On-Site,192050.0
2024-07-09,Aurora Innovation,Pennsylvania,Pittsburgh,Mid-level,On-Site,221000.0
2024-07-09,Indeed,Remote,Remote,Mid-level,On-Site,262000.0
2024-07-09,Dataiku,Remote,Remote,Mid-level,On-Site,142500.0
2024-07-09,Mantech International Corporation,Remote,Remote,Mid-level,On-Site,100000.0
2024-07-09,Liberty Mutual,Remote,Remote,Mid-level,Remote,167500.0
2024-07-09,Ust Global,Remote,Remote,Mid-level,On-Site,215000.0
2024-07-09,Alto Pharmacy,Remote,Remote,Mid-level,On-Site,177300.0
2024-07-09,Dick's Sporting Goods,Remote,Remote,Senior,remote,110600.0
2024-07-09,Arity,Remote,Remote,Mid-level,On-Site,175875.0
2024-07-09,Afterpay,Remote,Remote,Senior,On-Site,182500.0
2024-07-09,Invisible Ai,Remote,Remote,Mid-level,On-Site,170000.0
2024-07-09,Lumanity,Remote,Remote,Senior,On-Site,130000.0
2024-07-09,Fico,Remote,Remote,Senior,On-Site,158000.0
2024-07-09,Cruise,Remote,Remote,Senior,On-Site,199100.0
2024-07-09,Medtronic,Remote,Remote,Senior,On-Site,116000.0
2024-07-09,Crinetics Pharmaceuticals,Remote,Remote,Senior,On-Site,149500.0
2024-07-09,Brivo,Remote,Remote,Senior,On-Site,129000.0
2024-07-09,State Of South Carolina,South Carolina,Columbia,Mid-level,On-Site,55559.5
2024-07-09,Gainwell Technologies Llc,Tennessee,Tennessee,Mid-level,On-Site,120450.0
2024-07-09,Amazon.com Services Llc,Tennessee,Nashville,Senior,On-Site,143300.0
2024-07-09,Cognizant,Texas,Houston,Mid-level,On-Site,108250.0
2024-07-09,Pepsico,Texas,Plano,Senior,On-Site,153400.0
2024-07-09,Corelogic,Texas,Dallas,Senior,On-Site,127250.0
2024-07-09,Eclerx,Texas,Austin,Mid-level,On-Site,130000.0
2024-07-09,Usaa,Texas,San Antonio,Mid-level,On-Site,125990.0
2024-07-09,Amazon.com Services Llc,Texas,Austin,Mid-level,On-Site,244450.0
2024-07-09,Epsilon,Texas,Irving,Mid-level,remote,120000.0
2024-07-09,Santander Us,Texas,Dallas,Mid-level,On-Site,253500.0
2024-07-09,Meta,Texas,Austin,Mid-level,On-Site,157500.0
2024-07-09,Citi,Texas,Irving,Lead,hybrid,195200.0
2024-07-09,Gilead Sciences,Texas,Austin,Manager,On-Site,149370.0
2024-07-09,O9 Solutions,Texas,Dallas,Mid-level,On-Site,142500.0
2024-07-09,Paypal,Texas,Austin,Mid-level,On-Site,231900.0
2024-07-09,The University Of Texas At Austin,Texas,Austin,Mid-level,On-Site,50000.0
2024-07-09,Mantech,Texas,San Antonio,Mid-level,On-Site,119900.0
2024-07-09,Paypal,Texas,Austin,Manager,On-Site,165600.0
2024-07-09,Usaa,Texas,San Antonio,Senior,On-Site,152780.0
2024-07-09,Jpmorgan Chase & Co,Texas,Plano,Senior,On-Site,132375.0
2024-07-09,Corelogic,Texas,Dallas,Mid-level,On-Site,166300.0
2024-07-09,The University Of Texas At Austin,Utah,Utah,Mid-level,On-Site,70000.0
2024-07-09,Swift Financial Messaging Services,Virginia,Manassas,Senior,On-Site,161900.0
2024-07-09,Leidos,Virginia,Virginia,Junior,On-Site,75737.5
2024-07-09,Booz Allen,Virginia,McLean,Mid-level,On-Site,138800.0
2024-07-09,U.s. Department Of Justice,Virginia,Arlington,Mid-level,On-Site,78665.5
2024-07-09,Hii,Virginia,Newport News,Mid-level,On-Site,69215.25
2024-07-09,Northrop Grumman,Virginia,Virginia,Mid-level,On-Site,168750.0
2024-07-09,S&p Global,Virginia,University of Richmond,Lead,On-Site,142250.0
2024-07-09,Caci,Virginia,Virginia,Mid-level,On-Site,127250.0
2024-07-09,Durandal Inc.,Virginia,Charlottesville,Mid-level,On-Site,125000.0
2024-07-09,Booz Allen,Virginia,Langley AFB,Mid-level,On-Site,71450.0
2024-07-09,Booz Allen,Virginia,Chantilly,Mid-level,On-Site,123800.0
2024-07-09,Northrop Grumman,Virginia,Virginia,Lead,On-Site,168750.0
2024-07-09,Caci,Virginia,Chantilly,Mid-level,On-Site,146350.0
2024-07-09,Booz Allen,Virginia,Arlington,Lead,On-Site,180050.0
2024-07-09,Noblis,Virginia,McLean,Senior,On-Site,153887.5
2024-07-09,Caci,Virginia,Virginia,Senior,On-Site,138750.0
2024-07-09,Microsoft,Washington,Redmond,Mid-level,On-Site,153550.0
2024-07-09,Salesforce,Washington,Seattle,Senior,On-Site,180300.0
2024-07-09,Alaska Airlines,Washington,Seattle,Senior,On-Site,140000.0
2024-07-09,Starbucks,Washington,Seattle,Mid-level,On-Site,128950.0
2024-07-09,Expedia Partner Solutions,Washington,Seattle,Mid-level,On-Site,179000.0
2024-07-09,Microsoft,Washington,Redmond,Mid-level,On-Site,215750.0
2024-07-09,Microsoft,Washington,Redmond,Mid-level,On-Site,202300.0
2024-07-09,Expedia Partner Solutions,Washington,Seattle,Mid-level,On-Site,165000.0
2024-07-09,"Amazon Web Services, Inc.",Washington,Seattle,Mid-level,On-Site,169150.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,117300.0
2024-07-09,Fis Global,Washington,Seattle,Senior,On-Site,154950.0
2024-07-09,Nordstrom Inc,Washington,Seattle,Senior,hybrid,155750.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,179100.0
2024-07-09,Zoominfo Technologies Llc,Washington,Vancouver,Mid-level,On-Site,228000.0
2024-07-09,Pfizer,Washington,Bothell,Manager,On-Site,124700.0
2024-07-09,"Amazon Web Services, Inc.",Washington,Seattle,Mid-level,On-Site,195450.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,143300.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,150400.0
2024-07-09,Meta,Washington,Bellevue,Mid-level,On-Site,243500.0
2024-07-09,Apple,Washington,Seattle,Mid-level,On-Site,154259.5
2024-07-09,Tiktok,Washington,Seattle,Graduate,On-Site,187625.0
2024-07-09,Facebook App,Washington,Bellevue,Manager,On-Site,229500.0
2024-07-09,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,161900.0
2024-07-09,Amazon.com Services Llc - A57,Washington,Seattle,Mid-level,On-Site,129300.0
2024-07-09,Uipath,Washington,Bellevue,Senior,On-Site,245050.0
2024-07-09,Microsoft,Washington,Redmond,Mid-level,On-Site,215800.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,205200.0
2024-07-09,Amazon.com Services Llc,Washington,Bellevue,Manager,On-Site,207350.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,150400.0
2024-07-09,Thermo Fisher Scientific,Washington,Bothell,Mid-level,On-Site,119862.5
2024-07-09,Fis Global,Washington,Seattle,Mid-level,On-Site,131445.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Senior,On-Site,205200.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129300.0
2024-07-09,Amazon.com Llc,Washington,Seattle,Mid-level,On-Site,244450.0
2024-07-09,Amazon.com Services Llc - A57,Washington,Bellevue,Senior,On-Site,205200.0
2024-07-09,"Amazon Web Services, Inc.",Washington,Seattle,Mid-level,On-Site,133200.0
2024-07-09,Chewy,Washington,Bellevue,Mid-level,On-Site,190500.0
2024-07-09,State Of Washington Health Care Authority,Washington,Olympia,Senior,On-Site,108444.0
2024-07-09,Amazon.com Services Llc,Washington,Seattle,Senior,On-Site,150400.0
2024-07-09,"Amazon Web Services, Inc. - A97",Washington,Seattle,Mid-level,On-Site,118400.0
2024-07-09,Microsoft,Washington,Redmond,Mid-level,On-Site,208500.0
2024-07-09,Amazon.com Services Llc,Washington,Bellevue,Manager,On-Site,196900.0
2024-07-09,Northwestern Mutual,Wisconsin,Milwaukee,Mid-level,On-Site,209200.0
2024-07-09,University Of Wisconsin System,Wisconsin,Menomonie,Mid-level,On-Site,70000.0
2024-07-10,Caci,Alabama,Huntsville,Mid-level,On-Site,175050.0
2024-07-10,"Abcs, Inc.",Arizona,Phoenix,Mid-level,On-Site,115000.0
2024-07-10,Rezeo,Arizona,Phoenix,Mid-level,On-Site,155000.0
2024-07-10,Amex,Arizona,Phoenix,Mid-level,On-Site,117500.0
2024-07-10,Walmart,Arkansas,Bentonville,Senior,On-Site,117500.0
2024-07-10,Instagram,California,San Francisco,Mid-level,On-Site,243500.0
2024-07-10,Gap Inc.,California,San Francisco,Senior,On-Site,180000.0
2024-07-10,Disney Direct To Consumer,California,Santa Monica,Mid-level,On-Site,138100.0
2024-07-10,Adobe,California,San Jose,Mid-level,On-Site,219000.0
2024-07-10,"Pacavo It Consulting, Inc.",California,Cupertino,Mid-level,On-Site,192500.0
2024-07-10,Tencent,California,Palo Alto,Senior,On-Site,192600.0
2024-07-10,Nuna,California,San Francisco,Senior,On-Site,232500.0
2024-07-10,Aurora Innovation,California,Mountain View,Mid-level,On-Site,245500.0
2024-07-10,Databricks,California,Mountain View,Mid-level,On-Site,195500.0
2024-07-10,"Amazon Development Center U.s., Inc.",California,Santa Clara,Mid-level,On-Site,146750.0
2024-07-10,"Amazon Web Services, Inc.",California,Palo Alto,Mid-level,On-Site,179100.0
2024-07-10,Fanatics Inc.,California,San Mateo,Mid-level,On-Site,239668.0
2024-07-10,Snapchat,California,Los Angeles,Manager,On-Site,178500.0
2024-07-10,Microsoft,California,Mountain View,Senior,On-Site,173200.0
2024-07-10,Kaiser Permanente,California,Los Angeles,Senior,On-Site,123535.0
2024-07-10,Luttechub,California,San Jose,Mid-level,On-Site,190000.0
2024-07-10,Amazon.com Services Llc,California,Culver City,Mid-level,On-Site,187450.0
2024-07-10,Docusign,California,San Francisco,Lead,On-Site,231162.5
2024-07-10,Amazon.com Services Llc - A57,California,Santa Monica,Mid-level,On-Site,195450.0
2024-07-10,Tesla,California,Palo Alto,Mid-level,On-Site,238000.0
2024-07-10,Whatsapp,California,Menlo Park,Manager,On-Site,243500.0
2024-07-10,Qualcomm,California,Santa Clara,Mid-level,On-Site,177500.0
2024-07-10,"Pacavo It Consulting, Inc.",California,Cupertino,Mid-level,On-Site,192500.0
2024-07-10,Apple,California,San Diego,Mid-level,On-Site,187400.0
2024-07-10,Ucla,California,Los Angeles,Mid-level,On-Site,70903.5
2024-07-10,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,169150.0
2024-07-10,General Atomics And Affiliated Companies,California,Poway,Mid-level,On-Site,134749.0
2024-07-10,General Atomics And Affiliated Companies,California,Poway,Mid-level,On-Site,110016.5
2024-07-10,Amazon.com Services Llc,California,Santa Clara,Mid-level,On-Site,179100.0
2024-07-10,Credit Karma,California,Oakland,Mid-level,On-Site,349733.0
2024-07-10,Nordstrom Inc,California,Los Angeles,Senior,hybrid,155750.0
2024-07-10,Upstart,California,San Mateo,Manager,On-Site,208450.0
2024-07-10,Alembic,California,San Francisco,Senior,On-Site,202500.0
2024-07-10,Global It Resources,California,Los Angeles,Mid-level,On-Site,205000.0
2024-07-10,Amazon.com Services Llc,California,Santa Clara,Mid-level,On-Site,179100.0
2024-07-10,Meta,California,Menlo Park,Mid-level,On-Site,129500.0
2024-07-10,Carta,California,San Francisco Bay Area,Manager,On-Site,204000.0
2024-07-10,Aloden Inc,California,San Jose,Senior,On-Site,244826.51
2024-07-10,Amazon.com Services Llc,California,San Diego,Mid-level,On-Site,163950.0
2024-07-10,"Amazon Web Services, Inc.",California,San Francisco,Mid-level,On-Site,205200.0
2024-07-10,Google,California,Goleta,Mid-level,On-Site,142000.0
2024-07-10,Deep 6 Ai,California,Pasadena,Mid-level,On-Site,165000.0
2024-07-10,Aloden Inc,California,San Jose,Senior,On-Site,244826.51
2024-07-10,Apple,California,Sunnyvale,Mid-level,On-Site,173600.0
2024-07-10,Apple,California,Sunnyvale,Mid-level,On-Site,197700.0
2024-07-10,Apple,California,Sunnyvale,Mid-level,On-Site,197700.0
2024-07-10,Black Sesame Technologies Inc,California,San Jose,Mid-level,On-Site,265000.0
2024-07-10,Apple,California,Sunnyvale,Mid-level,On-Site,197700.0
2024-07-10,University Of California Berkeley,California,Berkeley,Mid-level,On-Site,69650.0
2024-07-10,Edwards Lifesciences,California,California,Mid-level,On-Site,148500.0
2024-07-10,Tesla,California,Palo Alto,Mid-level,On-Site,226000.0
2024-07-10,"Amazon Development Center U.s., Inc. - B02",California,Santa Clara,Mid-level,On-Site,179100.0
2024-07-10,Digital Plus Solutions,California,San Jose,Senior,On-Site,250000.0
2024-07-10,Lawrence Livermore National Laboratory,California,Livermore,Mid-level,On-Site,218382.0
2024-07-10,Amazon.com Services Llc,California,Sunnyvale,Senior,On-Site,205200.0
2024-07-10,Amazon.com Services Llc,California,San Diego,Mid-level,On-Site,179100.0
2024-07-10,Revolution Medicines,California,Redwood City,Senior,On-Site,139000.0
2024-07-10,Samsung Semiconductor,California,San Diego,Senior,On-Site,157000.0
2024-07-10,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,179100.0
2024-07-10,Adobe,California,San Jose,Mid-level,On-Site,248050.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,176450.0
2024-07-10,Worldlink,California,Mountain View,Senior,On-Site,175000.0
2024-07-10,Sam's Club,California,San Bruno,Senior,On-Site,175500.0
2024-07-10,Uber,California,Sunnyvale,Mid-level,On-Site,230000.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,176450.0
2024-07-10,"Amazon Development Center U.s., Inc.",California,Santa Clara,Mid-level,On-Site,205200.0
2024-07-10,Amazon.com Services Llc,California,Santa Monica,Mid-level,On-Site,206400.0
2024-07-10,Infineon Technologies,California,San Jose,Mid-level,On-Site,164720.0
2024-07-10,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,179100.0
2024-07-10,Palo Alto Networks,California,Santa Clara,Mid-level,On-Site,175000.0
2024-07-10,Apple,California,Cupertino,Mid-level,On-Site,235450.0
2024-07-10,Openai,California,San Francisco,Mid-level,On-Site,272500.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,176450.0
2024-07-10,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,179100.0
2024-07-10,"Amazon Development Center U.s., Inc.",California,Santa Clara,Mid-level,On-Site,270200.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,206400.0
2024-07-10,Scale Ai,California,San Francisco,Senior,On-Site,192800.0
2024-07-10,Nvidia,California,Santa Clara,Manager,On-Site,319875.0
2024-07-10,Applied Intuition,California,Mountain View,Mid-level,On-Site,173500.0
2024-07-10,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,169300.0
2024-07-10,"Ironclad, Inc.",California,San Francisco,Mid-level,On-Site,200000.0
2024-07-10,Zoox,California,Foster City,Manager,On-Site,209000.0
2024-07-10,Tripalink,California,Los Angeles,Lead,On-Site,200000.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,206400.0
2024-07-10,Black Sesame Technologies Inc,California,San Jose,Mid-level,On-Site,215000.0
2024-07-10,Paramount,California,San Francisco,Mid-level,On-Site,209100.0
2024-07-10,Autodesk,California,San Francisco,Manager,On-Site,190875.0
2024-07-10,Uber,California,Sunnyvale,Mid-level,On-Site,230000.0
2024-07-10,Smartnews,California,Palo Alto,Senior,On-Site,190000.0
2024-07-10,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,179100.0
2024-07-10,"Amazon Development Center U.s., Inc. - B02",California,Santa Clara,Senior,On-Site,205200.0
2024-07-10,"Amazon Development Center U.s., Inc. - B02",California,Palo Alto,Mid-level,On-Site,244450.0
2024-07-10,Luttechub,California,San Jose,Mid-level,On-Site,190658.0
2024-07-10,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,169300.0
2024-07-10,Amazon.com Services Llc,California,Hawthorne,Senior,On-Site,245350.0
2024-07-10,Annapurna Labs (u.s.) Inc.,California,Cupertino,Manager,On-Site,270200.0
2024-07-10,Uber,California,Sunnyvale,Mid-level,On-Site,195250.0
2024-07-10,Palo Alto Networks,California,Santa Clara,Mid-level,On-Site,185852.5
2024-07-10,Amazon.com Services Llc,California,Palo Alto,Senior,On-Site,295050.0
2024-07-10,"Amazon Development Center U.s., Inc.",California,San Francisco,Senior,On-Site,195450.0
2024-07-10,Scale Ai,California,San Francisco,Lead,On-Site,192800.0
2024-07-10,Nvidia,California,Santa Clara,Senior,On-Site,319875.0
2024-07-10,"Applied Research Associates, Inc",California,Cypress,Mid-level,On-Site,190000.0
2024-07-10,"Amazon Data Services, Inc.",California,Cupertino,Mid-level,On-Site,185650.0
2024-07-10,Pinnacol Assurance,Colorado,Denver,Mid-level,On-Site,145750.0
2024-07-10,Ibotta,Colorado,Denver,Senior,On-Site,110000.0
2024-07-10,Amazon.com Services Llc,Colorado,Boulder,Mid-level,On-Site,176450.0
2024-07-10,Realmone,Colorado,Aurora,Mid-level,On-Site,167000.0
2024-07-10,"Amazon Development Center U.s., Inc.",Colorado,Denver,Mid-level,On-Site,144000.0
2024-07-10,"Amazon Development Center U.s., Inc.",Colorado,Denver,Mid-level,On-Site,152200.0
2024-07-10,Linquest Corporation,Colorado,Colorado Springs,Senior,On-Site,152500.0
2024-07-10,Techneplus,Delaware,Dover,Mid-level,On-Site,128669.0
2024-07-10,Citi,Delaware,Wilmington,Mid-level,On-Site,157200.0
2024-07-10,City National Bank,Delaware,Newark,Senior,On-Site,124497.0
2024-07-10,Paypal,Delaware,Delaware,Mid-level,On-Site,231900.0
2024-07-10,Best Egg,Delaware,Wilmington,Mid-level,On-Site,220000.0
2024-07-10,Jpmorgan Chase & Co,Delaware,Wilmington,Mid-level,On-Site,239875.0
2024-07-10,Aalis Management Consulting,District of Columbia,Washington,Mid-level,On-Site,130000.0
2024-07-10,Verikai Inc.,District of Columbia,Washington,Senior,On-Site,164000.0
2024-07-10,Peraton,District of Columbia,Arlington,Mid-level,On-Site,135000.0
2024-07-10,Leidos,District of Columbia,Bethesda,Senior,On-Site,171570.0
2024-07-10,Secretariat Llc,District of Columbia,Washington,Associate,On-Site,170615.0
2024-07-10,Genedx,District of Columbia,Gaithersburg,Mid-level,On-Site,210448.5
2024-07-10,Boston Consulting Group,District of Columbia,Washington,Mid-level,On-Site,252900.0
2024-07-10,"Amazon Development Center U.s., Inc.",District of Columbia,Arlington,Mid-level,On-Site,179100.0
2024-07-10,Cedent,District of Columbia,Arlington,Mid-level,On-Site,127500.0
2024-07-10,Sumaria Systems Llc,District of Columbia,Andrews AFB,Senior,On-Site,180000.0
2024-07-10,Paypal,District of Columbia,Washington,Manager,On-Site,144550.0
2024-07-10,Ibm,District of Columbia,Washington,Mid-level,On-Site,137000.0
2024-07-10,Costar Group,District of Columbia,Washington,Senior,On-Site,102200.0
2024-07-10,"Amazon Web Services, Inc.",District of Columbia,Arlington,Mid-level,On-Site,143300.0
2024-07-10,General Dynamics Information Technology,District of Columbia,Chantilly,Mid-level,On-Site,117852.5
2024-07-10,National Association Of State Departments Of...,District of Columbia,Arlington,Associate,On-Site,85000.0
2024-07-10,"Amazon Web Services, Inc.",District of Columbia,Arlington,Mid-level,On-Site,136000.0
2024-07-10,Cambia Health Solutions,District of Columbia,Washington,Senior,On-Site,207700.0
2024-07-10,"Amazon Development Center U.s., Inc.",District of Columbia,Arlington,Mid-level,On-Site,195450.0
2024-07-10,Booz Allen,District of Columbia,Washington,Mid-level,On-Site,123800.0
2024-07-10,Booz Allen,District of Columbia,McLean,Senior,On-Site,123800.0
2024-07-10,Mantech,District of Columbia,Washington,Senior,On-Site,162950.0
2024-07-10,Booz Allen,District of Columbia,Washington,Senior,On-Site,158300.0
2024-07-10,"Amazon Web Services, Inc.",District of Columbia,Arlington,Mid-level,On-Site,244450.0
2024-07-10,"Amazon Development Center U.s., Inc.",District of Columbia,Arlington,Senior,On-Site,205200.0
2024-07-10,Mantech,District of Columbia,Washington,Mid-level,On-Site,162950.0
2024-07-10,Amazon.com Services Llc,District of Columbia,Arlington,Mid-level,On-Site,176450.0
2024-07-10,Walmart,District of Columbia,Reston,Senior,On-Site,187000.0
2024-07-10,Booz Allen,District of Columbia,Washington,Senior,On-Site,123800.0
2024-07-10,Amazon.com Services Llc,District of Columbia,Arlington,Manager,On-Site,182150.0
2024-07-10,Hii,Florida,Key West,Mid-level,On-Site,83949.0
2024-07-10,Ey,Florida,Miami,Senior,On-Site,336000.0
2024-07-10,Holland America Line Inc,Florida,Miami,Mid-level,On-Site,97739.0
2024-07-10,Mayo Clinic,Florida,Jacksonville,Senior,On-Site,150040.8
2024-07-10,Fis Global,Florida,Jacksonville,Senior,On-Site,157600.0
2024-07-10,Booz Allen,Georgia,Warner Robins,Mid-level,On-Site,123800.0
2024-07-10,"Fiserv, Inc.",Georgia,Alpharetta,Senior,On-Site,107250.0
2024-07-10,Home Depot / Thd,Georgia,Atlanta,Mid-level,remote,190000.0
2024-07-10,Canvs,Georgia,Atlanta,Mid-level,On-Site,215000.0
2024-07-10,Moody's,Georgia,Atlanta,Mid-level,On-Site,175300.0
2024-07-10,American Systems,Hawaii,Hālawa,Mid-level,On-Site,160000.0
2024-07-10,Booz Allen,Hawaii,Honolulu,Mid-level,On-Site,123800.0
2024-07-10,Walgreens,Illinois,Deerfield,Mid-level,On-Site,159400.0
2024-07-10,Discover Financial Services,Illinois,Riverwoods,Senior,On-Site,179200.0
2024-07-10,City Of Chicago,Illinois,Chicago,Lead,On-Site,127584.0
2024-07-10,State Farm,Illinois,Bloomington,Lead,On-Site,133706.0
2024-07-10,Cvs Health,Illinois,Chicago,Lead,On-Site,194200.0
2024-07-10,Discover Financial Services,Illinois,Riverwoods,Mid-level,On-Site,87400.0
2024-07-10,Amazon.com Services Llc,Illinois,Chicago,Senior,On-Site,205200.0
2024-07-10,Caci,Indiana,Crane,Senior,On-Site,138750.0
2024-07-10,"T-mobile Usa, Inc.",Kansas,Overland Park,Mid-level,On-Site,194800.0
2024-07-10,"T-mobile Usa, Inc.",Kansas,Overland Park,Senior,On-Site,148500.0
2024-07-10,Celestar Corporation,Maryland,Fort Meade,Senior,On-Site,176500.0
